brand,km_driven,fuel,owner,selling_price
Porsche,133140,Petrol,Third Owner,586370
Toyota,107537,Diesel,Second Owner,3812296
Ford,116301,Electric,First Owner,1331793
Ford,13007,Electric,Third Owner,1261608
Tata,119915,Petrol,Third Owner,4823801
Jeep,236704,Petrol,First Owner,4879994
Nissan,122419,Electric,Fourth Owner,107645
Hyundai,46787,Diesel,Third Owner,1775322
Nissan,54582,Diesel,Third Owner,3768077
Porsche,210863,Petrol,Fourth Owner,4657417
Land Rover,233870,Petrol,First Owner,3689852
Force,88629,Petrol,First Owner,2308527
Lexus,10782,Electric,Third Owner,1506328
Volvo,71770,CNG,First Owner,3201727
Honda,62645,Petrol,Fourth Owner,2294008
Mahindra,108509,Diesel,Second Owner,586315
Hyundai,235796,CNG,Fourth Owner,1364146
Nissan,168068,Diesel,Fourth Owner,848785
Volvo,34204,CNG,Second Owner,3590378
Isuzu,22152,Electric,Fourth Owner,2409701
Jeep,191258,CNG,Third Owner,2981106
Land Rover,243972,Diesel,Third Owner,2291716
Chevrolet,95555,CNG,First Owner,395596
Kia,221096,Electric,First Owner,4251194
Land Rover,238731,Diesel,Fourth Owner,889700
Kia,24689,Petrol,Third Owner,2290754
Skoda,186762,CNG,Third Owner,1182640
Audi,230114,Diesel,Second Owner,789653
Toyota,88251,CNG,First Owner,3813058
Volvo,193392,Electric,Third Owner,3384592
Maruti,200298,Diesel,Fourth Owner,278893
Citroen,192163,Petrol,Third Owner,4301724
Mini,111565,Petrol,First Owner,1842457
Fiat,215373,CNG,Fourth Owner,1079455
Honda,158014,Electric,First Owner,2966360
Nissan,43712,Electric,Third Owner,1958026
Volkswagen,241502,CNG,Third Owner,3308804
Hyundai,201349,Diesel,Third Owner,3775124
Skoda,54632,Diesel,First Owner,4102943
Toyota,174103,CNG,Fourth Owner,4892529
Volvo,25478,Diesel,Third Owner,1034511
Fiat,27551,Diesel,Third Owner,1349452
Jeep,53068,Diesel,Third Owner,3736342
Honda,98608,CNG,Second Owner,2950506
Citroen,40561,Petrol,Second Owner,1558936
MG,138964,Electric,Fourth Owner,3505559
Mercedes,235574,Petrol,First Owner,4950841
Porsche,29395,Diesel,Third Owner,3731426
Mitsubishi,23756,CNG,Third Owner,685240
Mini,223782,Electric,First Owner,1550960
Isuzu,170723,Diesel,First Owner,753421
Volvo,71333,Electric,Fourth Owner,4845625
Ford,209817,Electric,First Owner,1160441
Audi,242611,Petrol,Third Owner,3264664
Land Rover,185378,Diesel,Fourth Owner,4896455
Mercedes,157418,Electric,Second Owner,3230826
Citroen,118561,Petrol,Fourth Owner,2478435
Ford,33024,CNG,Fourth Owner,3422072
Jeep,231022,Electric,Fourth Owner,3116396
Ford,176890,Diesel,First Owner,1363692
Toyota,10947,CNG,Third Owner,158788
Porsche,211225,Electric,First Owner,131611
Volvo,222312,Electric,Third Owner,2923339
Force,132192,Diesel,First Owner,786469
Land Rover,99238,Electric,Fourth Owner,1940255
Hyundai,72428,Diesel,Third Owner,2906133
Skoda,165826,Diesel,First Owner,2697517
Porsche,68355,Diesel,Fourth Owner,2087463
Nissan,194313,Diesel,Second Owner,3224693
Volkswagen,205032,Electric,First Owner,1436039
Kia,134958,CNG,First Owner,4988998
Porsche,243826,CNG,Second Owner,2808286
Land Rover,149490,Petrol,First Owner,3026105
Porsche,231494,Diesel,Second Owner,2524073
Skoda,236391,Electric,Third Owner,2340361
Audi,224665,Electric,Second Owner,798996
Citroen,191256,Petrol,Fourth Owner,4702425
Ford,140905,CNG,Second Owner,558182
Jeep,211502,Electric,Third Owner,1952710
Mini,177905,Petrol,Second Owner,1996079
Jaguar,136637,CNG,Second Owner,4539919
Tata,176252,Electric,Third Owner,4433874
Chevrolet,23402,Diesel,First Owner,177710
Isuzu,178917,Petrol,First Owner,1207032
Kia,80851,Electric,Fourth Owner,728568
BMW,17834,Petrol,Fourth Owner,3106809
Jeep,72850,Petrol,Second Owner,3773927
Volvo,42180,Petrol,First Owner,4474481
Volvo,139955,Diesel,First Owner,173876
Isuzu,114688,CNG,Second Owner,2130402
Renault,211659,CNG,Third Owner,2364896
Kia,111520,Electric,First Owner,297311
Kia,16695,Diesel,Fourth Owner,2694142
Jaguar,132135,CNG,Second Owner,4562888
BMW,159195,Electric,Third Owner,1901409
Lexus,63481,Electric,Fourth Owner,2340954
Isuzu,78438,Petrol,First Owner,3891273
Toyota,116491,Diesel,Third Owner,1289797
BMW,153645,CNG,Fourth Owner,4873606
Skoda,126844,Diesel,Second Owner,460039
Maruti,99910,Diesel,Third Owner,340416
Datsun,61494,CNG,Third Owner,2852755
Mini,148360,CNG,Second Owner,4427790
Lexus,51978,Diesel,First Owner,234928
Volkswagen,208492,Electric,First Owner,696087
Force,122845,Diesel,Third Owner,4768855
Skoda,135621,CNG,Third Owner,2844066
Mitsubishi,212167,Diesel,Third Owner,782742
Volvo,59672,CNG,Fourth Owner,4786965
MG,66821,Electric,Third Owner,2135742
Jeep,88661,Diesel,First Owner,2544240
Volvo,74224,Electric,Second Owner,2670767
Land Rover,94405,Diesel,Second Owner,2875903
Chevrolet,248490,Diesel,Second Owner,2186767
Force,239745,CNG,Third Owner,1632999
MG,59796,Petrol,Third Owner,990560
Citroen,180778,CNG,Second Owner,1160673
Volvo,133554,Diesel,Fourth Owner,249911
Volkswagen,128777,Petrol,Fourth Owner,4797939
Volkswagen,9023,Petrol,Fourth Owner,4508686
Toyota,218708,Electric,Fourth Owner,1972701
Audi,172807,Diesel,First Owner,414132
Nissan,77959,CNG,Second Owner,4344073
Honda,44218,Petrol,First Owner,1800130
Renault,148285,Petrol,Third Owner,1554260
Tata,237591,CNG,Fourth Owner,794385
Mercedes,234766,CNG,Fourth Owner,1276813
Jaguar,33460,Petrol,Second Owner,2593533
Nissan,129579,CNG,Fourth Owner,2405130
Jeep,69680,Electric,Second Owner,1191827
Jeep,36017,Petrol,Third Owner,1458246
Jeep,234608,Electric,Fourth Owner,4139702
Maruti,97038,Diesel,Fourth Owner,335368
Mercedes,167062,Electric,First Owner,3798958
Volvo,24515,CNG,Second Owner,2766457
BMW,166063,Petrol,Second Owner,3306283
Honda,143706,Electric,Fourth Owner,4981873
Force,213106,CNG,First Owner,2067487
Ford,212524,CNG,Fourth Owner,4751601
Nissan,165449,Electric,Second Owner,125976
Volkswagen,38001,Petrol,Second Owner,1190545
Chevrolet,6391,Electric,Fourth Owner,2628693
Fiat,201278,Diesel,Third Owner,3785531
Lexus,114388,Electric,Fourth Owner,3191986
Renault,47215,Electric,First Owner,4168932
MG,84720,Petrol,Second Owner,1222239
Porsche,32114,Electric,Second Owner,3036963
Fiat,147954,CNG,Fourth Owner,4583839
Porsche,118142,Petrol,Third Owner,3239280
Skoda,153345,CNG,Second Owner,2526377
Honda,111206,Petrol,Fourth Owner,2941739
Porsche,50647,Diesel,Third Owner,2279206
Mahindra,218737,Diesel,Fourth Owner,2914718
Mahindra,200964,Diesel,Fourth Owner,2256637
Datsun,47679,Electric,Fourth Owner,1691020
Land Rover,5427,Diesel,Second Owner,4867908
Renault,233024,Petrol,Third Owner,4387403
Kia,134669,Diesel,First Owner,1845515
Hyundai,71267,Petrol,First Owner,3449061
Tata,5799,CNG,Second Owner,2939730
Mini,60659,Electric,Second Owner,4125423
Honda,230481,CNG,Fourth Owner,355329
Mini,12025,CNG,Fourth Owner,4137278
Datsun,19481,Diesel,Third Owner,1207811
Mitsubishi,30411,Diesel,Fourth Owner,3065305
Datsun,232966,Diesel,Third Owner,3675684
Volkswagen,110928,CNG,Fourth Owner,1329202
Honda,128014,Electric,Fourth Owner,2859711
Volvo,151033,Electric,First Owner,3677976
MG,157839,CNG,Second Owner,2882947
Mercedes,56690,Electric,Third Owner,3931208
Isuzu,57870,CNG,First Owner,1876091
Jeep,242608,CNG,Fourth Owner,102607
Mercedes,172207,Electric,First Owner,4709546
Audi,200586,Petrol,Third Owner,4573621
Datsun,91928,Petrol,Second Owner,2755702
Audi,214870,Diesel,First Owner,4215135
Honda,75765,Electric,Third Owner,2190507
Maruti,28772,Diesel,Fourth Owner,3817172
Toyota,135417,CNG,First Owner,303318
Mitsubishi,23799,Petrol,Second Owner,4393428
Ford,117051,Electric,Third Owner,350898
Maruti,134941,Electric,Second Owner,490999
Volkswagen,28555,Electric,Fourth Owner,3176957
Ford,97152,Petrol,Second Owner,479201
Nissan,132219,Diesel,Fourth Owner,164314
Mercedes,155405,Petrol,Fourth Owner,1562241
Mercedes,140333,Diesel,First Owner,2552538
Ford,124833,CNG,Fourth Owner,4410455
Citroen,74002,CNG,Second Owner,2575891
Tata,51553,Diesel,First Owner,602777
Maruti,8088,CNG,Fourth Owner,1422557
Toyota,50783,CNG,Third Owner,4842801
Honda,6115,Electric,Third Owner,4953629
Hyundai,206186,Electric,Fourth Owner,1915278
Mercedes,204198,Petrol,First Owner,3943364
Lexus,77908,Petrol,First Owner,3491669
Tata,74109,Petrol,First Owner,4398608
Hyundai,7978,Electric,Second Owner,1869101
Chevrolet,113943,Petrol,Third Owner,2520840
Chevrolet,14422,Petrol,Fourth Owner,4946852
Toyota,179698,Electric,Fourth Owner,3633406
Datsun,94233,Diesel,Third Owner,2290558
BMW,61174,Electric,Second Owner,2542205
Skoda,232428,Diesel,First Owner,3602563
Honda,42743,Electric,Third Owner,4795741
Mercedes,206533,Petrol,Fourth Owner,4284192
Honda,193271,CNG,Second Owner,4145118
Chevrolet,135288,CNG,Fourth Owner,985442
Citroen,134000,Diesel,First Owner,3268764
Nissan,127778,Diesel,Third Owner,1799859
Nissan,34430,Diesel,First Owner,2524618
Hyundai,33834,CNG,Second Owner,579466
Nissan,29435,Diesel,Third Owner,4569341
Fiat,92212,Electric,First Owner,2695268
Volvo,60797,Electric,First Owner,976396
Force,179626,CNG,First Owner,4668690
BMW,59555,Electric,Second Owner,3942470
Renault,90350,Diesel,First Owner,4817757
Hyundai,19716,CNG,Fourth Owner,4906661
Mercedes,65261,Diesel,Third Owner,2381929
Jeep,163600,Electric,Third Owner,2272794
Lexus,6995,Diesel,First Owner,618697
Hyundai,27414,CNG,Second Owner,4511306
Mahindra,149916,Diesel,Fourth Owner,1491704
Citroen,172731,Electric,Fourth Owner,301254
Renault,20522,Petrol,Third Owner,1817644
BMW,241521,CNG,Third Owner,3429702
Citroen,134632,Diesel,Fourth Owner,2699951
Hyundai,79034,CNG,Third Owner,3682696
Hyundai,47322,Diesel,First Owner,4182875
Isuzu,72638,Petrol,Fourth Owner,1757295
Nissan,106334,Electric,Third Owner,3938490
Mini,144596,Diesel,First Owner,4179736
Volkswagen,35846,Diesel,First Owner,1417488
Citroen,78643,Petrol,Fourth Owner,2664411
Hyundai,196168,CNG,First Owner,251519
Audi,119930,Electric,Fourth Owner,3737701
Honda,219876,Diesel,First Owner,643406
Mercedes,183775,Diesel,Fourth Owner,487695
Lexus,29399,Electric,Fourth Owner,539815
Chevrolet,211232,Petrol,Fourth Owner,1870430
Mini,228734,CNG,Fourth Owner,3995942
Datsun,224739,Electric,First Owner,723354
Lexus,128182,CNG,Fourth Owner,1207280
Force,53591,Petrol,Third Owner,4609935
Porsche,156786,Petrol,First Owner,4145533
Fiat,242239,Electric,Fourth Owner,2898977
Audi,40877,Diesel,First Owner,3727384
Land Rover,89106,Petrol,First Owner,118435
Audi,83018,Petrol,First Owner,2959204
Maruti,104854,Electric,First Owner,1605668
Jeep,195208,Electric,Fourth Owner,3990815
Tata,169486,Electric,First Owner,3711226
Datsun,125832,Petrol,Third Owner,3536356
Land Rover,91576,CNG,First Owner,2629026
Nissan,215015,Petrol,First Owner,1023557
Land Rover,181540,Electric,Third Owner,4683517
Volvo,234913,Diesel,Fourth Owner,3196711
Land Rover,215774,Diesel,Third Owner,4685996
Volvo,208180,Electric,Second Owner,548467
Mitsubishi,234610,Diesel,Third Owner,1282193
Mitsubishi,97508,Petrol,Fourth Owner,3504977
Porsche,51835,CNG,Third Owner,1883919
Jeep,199405,Petrol,First Owner,2992144
Lexus,47464,Electric,Fourth Owner,759022
Lexus,117454,Petrol,Second Owner,3621913
Datsun,158995,Diesel,Fourth Owner,833951
Mahindra,121062,Petrol,First Owner,1974505
Mahindra,197927,CNG,Second Owner,4094272
Toyota,72445,Diesel,Fourth Owner,4102504
Mercedes,115454,CNG,Fourth Owner,1943056
Porsche,126906,CNG,First Owner,1810456
Jaguar,103384,CNG,Third Owner,1964484
Jaguar,203691,Petrol,Third Owner,350565
MG,182218,Petrol,Second Owner,139887
Chevrolet,65032,Petrol,First Owner,314089
MG,118521,Petrol,First Owner,4768429
Citroen,121378,Diesel,Third Owner,341731
Chevrolet,22140,Petrol,Third Owner,2258207
Jaguar,7670,Diesel,Second Owner,3401666
Land Rover,41519,CNG,Third Owner,1848585
Mini,49512,Diesel,Second Owner,3648110
Volkswagen,193883,Electric,Fourth Owner,2293431
Porsche,108565,Petrol,Second Owner,4507710
Datsun,150763,Electric,Second Owner,3388769
Toyota,110156,Diesel,Second Owner,807240
Nissan,170334,Petrol,Fourth Owner,1221315
Force,190964,Electric,Third Owner,425732
Lexus,30595,Petrol,Second Owner,1546433
Mercedes,193279,Diesel,Third Owner,2145990
MG,169512,Electric,Second Owner,1425266
Kia,13630,Diesel,Third Owner,2080182
Lexus,167322,Electric,Second Owner,1509615
Chevrolet,230406,CNG,Third Owner,1640845
Hyundai,244644,CNG,First Owner,3608395
MG,234820,CNG,Fourth Owner,3125978
Mini,112461,CNG,Second Owner,2438201
Hyundai,213590,CNG,Fourth Owner,3090613
Skoda,79191,Diesel,Second Owner,481292
Tata,200863,CNG,First Owner,1380522
Kia,220190,Diesel,First Owner,1476520
Jeep,105591,CNG,Fourth Owner,4805803
Volkswagen,68753,Petrol,Second Owner,2606393
Mitsubishi,246333,CNG,Third Owner,2046661
Jeep,65520,Petrol,Second Owner,3886738
Isuzu,9008,Diesel,Third Owner,3625762
Fiat,180536,CNG,Fourth Owner,1386525
Isuzu,112408,Electric,Fourth Owner,1911598
MG,5496,Diesel,First Owner,1083428
Porsche,104767,CNG,Third Owner,1007317
BMW,28212,Diesel,Second Owner,2002615
Jeep,25637,Electric,First Owner,2507032
Lexus,50227,CNG,Fourth Owner,3013238
Mini,218485,Electric,First Owner,2536681
MG,124753,CNG,Second Owner,4739928
Mercedes,125118,Petrol,Second Owner,3462739
Tata,219418,Diesel,Fourth Owner,4432006
BMW,14884,Electric,First Owner,2899999
Ford,121481,Diesel,Third Owner,3576267
Kia,73259,Electric,Third Owner,1597763
Mitsubishi,54810,Diesel,Third Owner,4362961
Fiat,134926,Diesel,Second Owner,4106812
Citroen,9761,Diesel,First Owner,226162
Skoda,209238,Petrol,Third Owner,2488940
Mitsubishi,21375,CNG,First Owner,582831
Maruti,243117,Petrol,Fourth Owner,3732807
Skoda,161290,Diesel,Third Owner,2693146
Volvo,166637,Electric,First Owner,1334217
Tata,107654,Diesel,Second Owner,148519
Force,37975,CNG,Fourth Owner,1177727
Hyundai,163145,Petrol,Fourth Owner,2511065
Kia,205798,CNG,Fourth Owner,2085963
Toyota,137955,Electric,Fourth Owner,844275
Toyota,204494,CNG,Second Owner,124265
MG,185701,Petrol,Second Owner,4609192
Volkswagen,200242,Electric,Third Owner,385800
Volvo,79489,CNG,Second Owner,1682168
Nissan,13381,Petrol,Second Owner,448760
Volvo,159310,Petrol,Fourth Owner,2799421
Jeep,149867,Diesel,Second Owner,664602
BMW,232036,CNG,Fourth Owner,1957865
Renault,67999,Electric,First Owner,2357118
Mini,54907,Diesel,First Owner,872497
Kia,145710,CNG,First Owner,2104650
Volvo,75467,CNG,First Owner,1345728
Ford,47623,Electric,First Owner,1187996
Jeep,174564,Diesel,First Owner,221015
Isuzu,162483,Diesel,First Owner,1073714
Lexus,115724,Electric,Fourth Owner,4846326
Isuzu,156606,Diesel,Fourth Owner,2435257
Fiat,238436,Petrol,Fourth Owner,3312700
Maruti,165253,Electric,Fourth Owner,1795639
Citroen,108069,CNG,Second Owner,417957
Force,24996,Electric,Second Owner,504223
Mitsubishi,208161,Petrol,Third Owner,1307989
Mini,110682,Electric,Second Owner,3473350
Lexus,88609,CNG,Fourth Owner,3740310
Mahindra,208738,CNG,Fourth Owner,3449887
Volkswagen,165477,Electric,First Owner,803791
Lexus,106490,Electric,First Owner,4921307
Land Rover,76325,Petrol,Third Owner,1939849
Land Rover,33930,Petrol,Second Owner,2106809
Skoda,119426,CNG,Fourth Owner,3068231
Nissan,22529,Diesel,Second Owner,4633077
Ford,58546,Diesel,Third Owner,2254956
Maruti,12942,Diesel,First Owner,1563376
Mini,12548,Diesel,Fourth Owner,611971
Kia,120248,CNG,First Owner,1036865
Skoda,154368,Diesel,Fourth Owner,1145886
Jeep,187088,Diesel,First Owner,966452
Toyota,102780,Electric,First Owner,3948959
Volkswagen,5296,Diesel,Third Owner,3900344
Mitsubishi,72945,Electric,Second Owner,3489784
Datsun,64980,CNG,First Owner,2735541
Tata,61782,Electric,Fourth Owner,2108854
Land Rover,170301,Petrol,Second Owner,2954296
Jaguar,101382,Electric,Second Owner,4205933
Volvo,58444,Diesel,First Owner,1161837
Volvo,40036,Electric,First Owner,1292857
Kia,44322,Electric,First Owner,1701511
Ford,163239,CNG,Second Owner,541049
Mahindra,56667,CNG,Third Owner,649845
Jeep,99527,Diesel,First Owner,1902470
Ford,88337,Petrol,Second Owner,1143160
Porsche,56468,Petrol,Second Owner,756611
Renault,77894,Electric,Fourth Owner,3802604
Audi,189156,Petrol,First Owner,997422
Citroen,68138,CNG,Third Owner,4061306
Tata,27588,Diesel,Fourth Owner,4816425
Honda,67901,Diesel,First Owner,4787602
Volkswagen,153743,CNG,Fourth Owner,4761108
Renault,88038,Diesel,First Owner,4785604
MG,226736,Electric,Fourth Owner,4856230
Chevrolet,167717,Diesel,Third Owner,3117503
Honda,143709,Petrol,Fourth Owner,1670291
Kia,136732,Diesel,Fourth Owner,2807210
Tata,112211,Diesel,Fourth Owner,4196620
Citroen,11922,CNG,First Owner,4203215
Audi,98697,CNG,First Owner,3140732
Tata,180793,Petrol,Third Owner,2621120
Nissan,193328,CNG,Fourth Owner,3525582
MG,122217,Petrol,Second Owner,952089
Ford,74506,Electric,Fourth Owner,4213460
Nissan,205015,Petrol,Second Owner,3459902
Toyota,129338,Diesel,Second Owner,1260862
Hyundai,32843,Petrol,Fourth Owner,592314
Renault,145118,Electric,Second Owner,339192
Tata,225408,Diesel,Second Owner,3790671
Tata,200057,Petrol,Fourth Owner,501699
BMW,216155,CNG,First Owner,3212880
Skoda,108064,CNG,Fourth Owner,3285822
Porsche,232997,CNG,Third Owner,4466826
Mini,131417,Petrol,Second Owner,1921432
Porsche,121585,Petrol,Third Owner,4974873
Maruti,35346,Electric,Second Owner,1922123
Toyota,224356,Diesel,First Owner,2880474
Nissan,128152,Diesel,Second Owner,4070914
Lexus,116769,Diesel,Fourth Owner,4920803
Nissan,107391,Diesel,Second Owner,2020396
Nissan,227456,Petrol,Third Owner,3710240
Hyundai,189598,Petrol,Fourth Owner,3573898
Tata,78143,Electric,Third Owner,1549561
Mini,41787,Diesel,First Owner,2877846
Mercedes,38583,Petrol,Third Owner,2098829
Audi,148635,Petrol,Third Owner,2077715
Toyota,182132,Petrol,Third Owner,3572982
MG,126943,Petrol,Fourth Owner,2267957
Honda,169762,Diesel,First Owner,2198802
Citroen,116233,Diesel,First Owner,374611
BMW,230784,Petrol,First Owner,4395799
Kia,19925,CNG,Third Owner,1326548
Kia,222859,Electric,Fourth Owner,3989268
Land Rover,88184,Diesel,Fourth Owner,1110320
Citroen,156180,Diesel,Fourth Owner,3707359
Mercedes,81515,CNG,Third Owner,2028845
Porsche,204330,Diesel,First Owner,2470161
Porsche,141427,CNG,Third Owner,3360287
Maruti,51069,CNG,Fourth Owner,954800
Toyota,230407,Petrol,Third Owner,1512133
Land Rover,105854,Diesel,Second Owner,2782479
Citroen,59471,Electric,First Owner,4533332
Skoda,37705,CNG,First Owner,2721064
Honda,179981,Electric,Fourth Owner,564510
Nissan,224678,Petrol,Third Owner,1544713
Mitsubishi,133501,Diesel,Fourth Owner,2172082
Jeep,121361,Petrol,Third Owner,566863
Porsche,189811,Petrol,Second Owner,213823
Porsche,212892,Electric,First Owner,938989
Mahindra,92273,Electric,First Owner,2311191
Land Rover,28241,CNG,Third Owner,1834500
Kia,163486,Diesel,First Owner,480746
Volkswagen,55818,Petrol,Third Owner,1143575
Land Rover,156967,CNG,Fourth Owner,2534807
Mahindra,97307,CNG,Second Owner,3888426
Chevrolet,198481,Petrol,Third Owner,2963329
Nissan,191396,Petrol,Second Owner,2565177
Ford,71920,CNG,Fourth Owner,988447
BMW,189627,Petrol,Fourth Owner,512560
Mini,123642,Petrol,Fourth Owner,3004798
Hyundai,70453,Electric,Third Owner,1842162
Porsche,27689,Diesel,Second Owner,3399322
Jeep,200428,CNG,Second Owner,3502646
Toyota,229083,Petrol,First Owner,3252408
Chevrolet,144324,CNG,Third Owner,4175739
Mahindra,35844,Diesel,First Owner,2314180
Honda,100687,CNG,First Owner,2901519
Mitsubishi,241614,CNG,Third Owner,4935008
Honda,28365,CNG,First Owner,2825729
Volkswagen,142098,Electric,First Owner,2659064
BMW,103303,Diesel,First Owner,3814249
Jeep,33523,Diesel,Fourth Owner,1854801
Kia,146554,CNG,Third Owner,4433248
Porsche,117105,CNG,Fourth Owner,3392452
Jaguar,53888,Diesel,First Owner,2597227
Mini,118884,Petrol,First Owner,2377490
Fiat,111968,Electric,Fourth Owner,1393009
Skoda,55110,Diesel,First Owner,2579325
Mitsubishi,226716,CNG,Third Owner,4988757
Toyota,136565,Petrol,Second Owner,2904482
Isuzu,192266,Petrol,Fourth Owner,3819636
Citroen,87001,Petrol,Second Owner,2008685
Isuzu,44767,Electric,Second Owner,2378209
BMW,34550,Electric,Second Owner,3474139
Maruti,149905,Diesel,Fourth Owner,431786
Jaguar,139042,Diesel,First Owner,709911
Lexus,103315,Diesel,Third Owner,4557856
Citroen,100494,Diesel,First Owner,679625
Renault,132424,CNG,Third Owner,2956637
Volkswagen,118855,Electric,First Owner,1800812
Jeep,87681,Petrol,Second Owner,2173179
Mercedes,106489,CNG,Second Owner,1853300
Citroen,185249,Diesel,Third Owner,1963485
Isuzu,203414,Diesel,Fourth Owner,2056107
Kia,135546,CNG,First Owner,2179725
Force,207272,Petrol,Second Owner,4486458
Porsche,197573,Electric,Third Owner,4200801
Land Rover,33900,Electric,First Owner,1115707
Mahindra,19126,Petrol,Third Owner,4866706
Force,116198,Electric,Fourth Owner,3050878
Volkswagen,206762,Diesel,Fourth Owner,819466
Datsun,223816,Diesel,First Owner,1973556
Tata,84303,Diesel,Fourth Owner,1997606
Hyundai,221651,Diesel,First Owner,766620
Ford,184066,Petrol,First Owner,198214
BMW,72061,Electric,Fourth Owner,753173
Audi,235136,Electric,Third Owner,407325
Land Rover,21978,CNG,Third Owner,2585606
Mitsubishi,61344,Petrol,First Owner,3329174
Maruti,51648,Electric,Second Owner,3132381
Lexus,6055,Electric,First Owner,1985660
Isuzu,80582,CNG,Third Owner,588741
Audi,237459,Diesel,First Owner,2942553
Jaguar,86214,Electric,Third Owner,1383878
Mitsubishi,180948,Diesel,Fourth Owner,4434083
Datsun,228232,CNG,First Owner,411087
Kia,112954,Electric,First Owner,3879974
Renault,43725,Diesel,Fourth Owner,2129883
Renault,141327,Petrol,Fourth Owner,3226951
Skoda,211019,Diesel,Second Owner,4141735
Land Rover,58380,Diesel,Fourth Owner,4531355
Toyota,58333,Diesel,Second Owner,2829083
Nissan,47459,Diesel,Fourth Owner,2028563
Audi,121518,Petrol,Third Owner,2285529
Toyota,41163,CNG,First Owner,1249474
Volkswagen,170043,Diesel,Fourth Owner,857320
Volvo,232843,Diesel,Third Owner,1748140
Tata,201221,Electric,Fourth Owner,1789638
Skoda,89730,Electric,First Owner,2125774
Mercedes,24476,Petrol,Fourth Owner,3421643
Maruti,73580,Petrol,Fourth Owner,3068551
Lexus,110576,Petrol,First Owner,4148854
Mitsubishi,91593,Electric,Fourth Owner,3137823
Mini,205122,Diesel,First Owner,3788999
Mercedes,211598,Electric,Second Owner,2756716
Nissan,240568,CNG,Fourth Owner,2387707
Porsche,114071,Petrol,Third Owner,2411337
Force,119832,Petrol,Fourth Owner,2157949
Toyota,143579,Petrol,First Owner,2024724
Mercedes,206465,CNG,First Owner,404488
Honda,148190,Diesel,Third Owner,2994689
Fiat,186601,Diesel,Third Owner,943186
Tata,73682,Diesel,First Owner,1692920
Fiat,228009,Petrol,Second Owner,1785961
Hyundai,190248,Diesel,Second Owner,2244841
Hyundai,96713,Electric,First Owner,4233279
Citroen,109060,Petrol,Second Owner,515988
Nissan,140486,CNG,Third Owner,4517858
Volkswagen,88030,CNG,Second Owner,3911795
Citroen,125360,Diesel,Third Owner,4258582
Lexus,90973,Petrol,Fourth Owner,816886
Kia,198209,Electric,Third Owner,3299203
Isuzu,140009,Electric,Fourth Owner,2588110
Toyota,41731,Petrol,Third Owner,2320654
Isuzu,222934,Diesel,Third Owner,851174
Mercedes,174737,CNG,Second Owner,3106948
Tata,210582,CNG,Third Owner,1651175
Lexus,248753,Electric,First Owner,3974840
Ford,153572,Electric,Fourth Owner,1837952
Mini,119360,Electric,Fourth Owner,3365442
Jaguar,6750,CNG,Third Owner,3199418
MG,70018,Electric,First Owner,750868
Skoda,140099,CNG,Third Owner,990434
Volkswagen,245904,CNG,Third Owner,666961
Citroen,141817,Diesel,Second Owner,4358998
Porsche,197803,Diesel,Third Owner,735980
Tata,91984,Diesel,Third Owner,2127945
Jeep,112983,Electric,Second Owner,678195
Force,33451,CNG,Second Owner,504140
Isuzu,98743,Electric,First Owner,4626626
Kia,76474,CNG,Second Owner,3316460
Audi,197608,Diesel,Fourth Owner,1618483
Mahindra,17150,Diesel,Fourth Owner,4240823
Mitsubishi,18406,Electric,First Owner,1156648
Isuzu,155853,CNG,Third Owner,852886
Mitsubishi,193489,Electric,First Owner,2219094
Mahindra,121047,Petrol,Second Owner,2174311
Force,128971,Electric,Third Owner,3751307
Nissan,108157,Diesel,First Owner,1064921
Volvo,23325,CNG,First Owner,4279263
Skoda,204756,CNG,Fourth Owner,2289531
Nissan,99415,Electric,First Owner,4224491
Land Rover,209541,Diesel,Third Owner,1416210
Mercedes,145508,Petrol,First Owner,1066704
Mercedes,22669,Electric,First Owner,4070844
Toyota,132385,CNG,Second Owner,4575342
Volkswagen,77010,Diesel,First Owner,3669781
Citroen,249055,CNG,Third Owner,1924849
Skoda,212836,CNG,Fourth Owner,4666278
Skoda,235146,CNG,Fourth Owner,1871218
Maruti,137915,CNG,Fourth Owner,330009
Jeep,201681,Petrol,Fourth Owner,1358073
Volkswagen,55812,Diesel,Second Owner,3043745
Jaguar,21059,Electric,Third Owner,4409167
BMW,91269,Diesel,Second Owner,2605508
Mini,176840,Diesel,Fourth Owner,4867078
Porsche,30395,Diesel,Second Owner,840637
Citroen,25202,Electric,First Owner,2561992
Mitsubishi,149345,Diesel,Third Owner,1367538
Volkswagen,184961,Electric,First Owner,325011
Tata,234707,Electric,Second Owner,2436366
Chevrolet,209120,Petrol,First Owner,396870
MG,229839,CNG,Second Owner,3687633
Isuzu,224882,Electric,Second Owner,2112196
Jeep,108235,CNG,Third Owner,3351380
MG,50510,Diesel,Third Owner,3841436
Ford,92945,CNG,Third Owner,2959644
Jaguar,247802,CNG,Fourth Owner,2938046
Jaguar,75649,CNG,Third Owner,4167052
Tata,111723,Diesel,First Owner,2594690
Skoda,7881,Diesel,Third Owner,210629
Mini,50913,Electric,Third Owner,4135966
Porsche,116860,Electric,Third Owner,4878553
Maruti,89785,Petrol,Second Owner,4546443
MG,201109,Diesel,Second Owner,3296084
BMW,67457,Petrol,Third Owner,1142545
Force,171415,Diesel,Second Owner,1777617
